Geneid	ENSEMBL	log2FoldChange	padj	DEG
Gm48214	ENSMUSG00000114899.1	0	NA	NS
Olfr717-ps1	ENSMUSG00000108515.1	-0.02	NA	NS
Gm7054	ENSMUSG00000114217.1	0.01	NA	NS
Gm48216	ENSMUSG00000114367.1	NA	NA	NS
Dph3b-ps	ENSMUSG00000059877.3	0	NA	NS
Gm30411	ENSMUSG00000114422.1	-0.03	NA	NS
Gm24527	ENSMUSG00000064854.1	0	NA	NS
Gm28989	ENSMUSG00000101308.1	-0.05	NA	NS
Ipo11	ENSMUSG00000042590.16	-0.01	NA	NS
Gm28988	ENSMUSG00000100833.1	-0.07	NA	NS
Gm48457	ENSMUSG00000114572.1	0.01	NA	NS
Dimt1	ENSMUSG00000021692.9	0.12	NA	NS
Kif2a	ENSMUSG00000021693.20	-0.08	NA	NS
Gm24431	ENSMUSG00000077261.1	NA	NA	NS
Gm31452	ENSMUSG00000114311.1	0	NA	NS
Gm2726	ENSMUSG00000114475.1	-0.02	NA	NS
Gm2736	ENSMUSG00000114459.1	0	NA	NS
Gm32004	ENSMUSG00000114534.1	-0.05	NA	NS
Gm32090	ENSMUSG00000114807.1	-0.04	NA	NS
1700006H21Rik	ENSMUSG00000102000.6	-0.01	NA	NS
Zswim6	ENSMUSG00000032846.10	0.01	NA	NS
Gm22118	ENSMUSG00000093334.2	0	NA	NS
B230220B15Rik	ENSMUSG00000114627.1	-0.01	NA	NS
Ercc8	ENSMUSG00000021694.18	0.15	NA	NS
Gm32376	ENSMUSG00000114519.1	0.05	NA	NS
Gm30747	ENSMUSG00000114507.1	-0.01	NA	NS
Gm2822	ENSMUSG00000090358.1	-0.03	NA	NS
Depdc1b	ENSMUSG00000021697.12	0.03	NA	NS
Gm27572	ENSMUSG00000098836.1	0.01	NA	NS
Gm28016	ENSMUSG00000099323.1	0.03	NA	NS
Mir582	ENSMUSG00000076946.2	-0.01	NA	NS
Mir1904	ENSMUSG00000084651.1	0.01	NA	NS
Gm5455	ENSMUSG00000045609.6	0	NA	NS
Gapt	ENSMUSG00000046006.6	0	NA	NS
Gm33045	ENSMUSG00000109853.1	-0.03	NA	NS
Gm33172	ENSMUSG00000114775.1	0	NA	NS
Gm48533	ENSMUSG00000114587.1	-0.01	NA	NS
Gm48534	ENSMUSG00000114275.1	NA	NA	NS
Gm30839	ENSMUSG00000114320.1	-0.01	NA	NS
4930526H09Rik	ENSMUSG00000114307.1	0	NA	NS
Gm38397	ENSMUSG00000114472.1	-0.03	NA	NS
Gm48547	ENSMUSG00000114747.1	-0.04	NA	NS
3110015C05Rik	ENSMUSG00000114824.1	-0.03	NA	NS
Actbl2	ENSMUSG00000055194.3	-0.1	NA	NS
Gm15289	ENSMUSG00000082258.1	0.01	NA	NS
Gm6270	ENSMUSG00000086201.1	-0.03	NA	NS
Gm49496	ENSMUSG00000116016.1	NA	NA	NS
Gm15290	ENSMUSG00000085634.2	-0.01	NA	NS
Gm15288	ENSMUSG00000086870.1	-0.01	NA	NS
Gm15286	ENSMUSG00000086649.1	-0.02	NA	NS
Gm10198	ENSMUSG00000067122.2	NA	NA	NS
Gm10736	ENSMUSG00000096842.1	0.05	NA	NS
Mier3	ENSMUSG00000032727.14	-0.14	NA	NS
Gm15488	ENSMUSG00000084217.2	-0.01	NA	NS
Gm15287	ENSMUSG00000086480.1	-0.01	NA	NS
Gm15327	ENSMUSG00000085204.1	0.03	NA	NS
Gm15325	ENSMUSG00000086861.1	-0.04	NA	NS
Gm15324	ENSMUSG00000086057.1	0	NA	NS
Gm15326	ENSMUSG00000086111.1	-0.01	NA	NS
Gm9025	ENSMUSG00000082433.2	-0.05	NA	NS
Gm15322	ENSMUSG00000086402.1	-0.01	NA	NS
Gm15323	ENSMUSG00000086092.1	0	NA	NS
Gm31104	ENSMUSG00000114361.1	-0.01	NA	NS
Gm48802	ENSMUSG00000114745.1	-0.02	NA	NS
Gm37427	ENSMUSG00000104438.1	-0.01	NA	NS
Gm22768	ENSMUSG00000088991.1	NA	NA	NS
Gm48837	ENSMUSG00000114536.1	-0.07	NA	NS
2810403G07Rik	ENSMUSG00000114656.1	-0.02	NA	NS
Gm48876	ENSMUSG00000114869.1	-0.04	NA	NS
Gm48879	ENSMUSG00000114468.1	-0.01	NA	NS
Il6st	ENSMUSG00000021756.12	0.05	NA	NS
Gm3226	ENSMUSG00000114547.1	0	NA	NS
Ddx4	ENSMUSG00000021758.14	-0.07	NA	NS
Gm47827	ENSMUSG00000114438.1	0	NA	NS
Gm18883	ENSMUSG00000114418.1	0	NA	NS
Gm47850	ENSMUSG00000114286.1	0	NA	NS
Mtrex	ENSMUSG00000016018.4	0.02	NA	NS
Gm26943	ENSMUSG00000098067.1	0	NA	NS
Dhx29	ENSMUSG00000042426.6	-0.02	NA	NS
Mcidas	ENSMUSG00000074651.3	0.01	NA	NS
Cdc20b	ENSMUSG00000078926.8	0.02	NA	NS
Mir449c	ENSMUSG00000076146.1	-0.01	NA	NS
Mir449b	ENSMUSG00000078027.1	0	NA	NS
Mir449a	ENSMUSG00000065575.1	-0.01	NA	NS
Gm10735	ENSMUSG00000074650.2	-0.01	NA	NS
4930563N14Rik	ENSMUSG00000116554.1	0	NA	NS
Gm9848	ENSMUSG00000051002.7	-0.01	NA	NS
1700084D21Rik	ENSMUSG00000114333.1	-0.01	NA	NS
Gm49564	ENSMUSG00000116741.1	-0.01	NA	NS
Gm22385	ENSMUSG00000088814.1	NA	NA	NS
Gm41071	ENSMUSG00000114864.1	-0.01	NA	NS
4921509O07Rik	ENSMUSG00000114790.1	-0.03	NA	NS
Gm31191	ENSMUSG00000114659.1	0	NA	NS
Gm47426	ENSMUSG00000114364.1	NA	NA	NS
Gm34471	ENSMUSG00000114715.1	-0.03	NA	NS
Hspb3	ENSMUSG00000051456.4	NA	NA	NS
Gm34586	ENSMUSG00000114417.1	-0.02	NA	NS
Gm6343	ENSMUSG00000114962.1	-0.01	NA	NS
Gm47462	ENSMUSG00000114901.1	0	NA	NS
Gm47463	ENSMUSG00000114781.1	-0.02	NA	NS
Gm47464	ENSMUSG00000114395.1	NA	NA	NS
Arl15	ENSMUSG00000042348.10	-0.11	NA	NS
Gm47479	ENSMUSG00000114696.1	-0.08	NA	NS
A430090L17Rik	ENSMUSG00000114213.1	-0.07	NA	NS
Gm37907	ENSMUSG00000104314.1	0	NA	NS
4631422I05Rik	ENSMUSG00000114655.1	-0.01	NA	NS
Gm47569	ENSMUSG00000114712.1	-0.03	NA	NS
Gm41073	ENSMUSG00000114520.1	0.02	NA	NS
Fst	ENSMUSG00000021765.9	0	NA	NS
Gm47040	ENSMUSG00000114935.1	NA	NA	NS
Gm25950	ENSMUSG00000093072.1	0	NA	NS
4930467J12Rik	ENSMUSG00000114879.1	-0.01	NA	NS
4930544M13Rik	ENSMUSG00000051758.6	-0.02	NA	NS
Gm47776	ENSMUSG00000114703.1	0	NA	NS
Gm25985	ENSMUSG00000096021.1	-0.02	NA	NS
Gm18759	ENSMUSG00000114872.1	-0.02	NA	NS
Gm47891	ENSMUSG00000114471.1	NA	NA	NS
Gm47892	ENSMUSG00000114847.1	-0.01	NA	NS
Gm18135	ENSMUSG00000114324.1	-0.01	NA	NS
Gm47893	ENSMUSG00000114956.1	NA	NA	NS
Rpl34-ps2	ENSMUSG00000061669.6	0.05	NA	NS
Isl1	ENSMUSG00000042258.13	-0.05	NA	NS
Gm29764	ENSMUSG00000114889.1	0.01	NA	NS
Gm47912	ENSMUSG00000114451.1	0	NA	NS
Gm47914	ENSMUSG00000114731.1	0	NA	NS
Gm47913	ENSMUSG00000114347.1	-0.01	NA	NS
Gm23198	ENSMUSG00000089436.1	-0.01	NA	NS
4930435F18Rik	ENSMUSG00000114290.1	-0.01	NA	NS
Parp8	ENSMUSG00000021725.9	-0.16	NA	NS
Gm29767	ENSMUSG00000114609.1	-0.01	NA	NS
Gm48026	ENSMUSG00000114876.1	0	NA	NS
Gm6416	ENSMUSG00000114792.1	-0.05	NA	NS
Gm18945	ENSMUSG00000114964.1	-0.01	NA	NS
Gm17509	ENSMUSG00000091423.1	-0.04	NA	NS
Gm5200	ENSMUSG00000114358.1	0.07	NA	NS
4933413L06Rik	ENSMUSG00000079048.8	-0.03	NA	NS
Gm26349	ENSMUSG00000088155.1	-0.01	NA	NS
Gm9633	ENSMUSG00000114713.1	-0.01	NA	NS
Mrps30	ENSMUSG00000021731.10	0.1	NA	NS
B430218F22Rik	ENSMUSG00000097411.1	-0.02	NA	NS
Gm47563	ENSMUSG00000114668.1	0	NA	NS
1700003P14Rik	ENSMUSG00000100727.6	-0.02	NA	NS
Gm9098	ENSMUSG00000114365.1	0	NA	NS
Gm47330	ENSMUSG00000114485.1	-0.02	NA	NS
Gm18361	ENSMUSG00000114831.1	0	NA	NS
Gm10732	ENSMUSG00000114613.1	-0.09	NA	NS
Fgf10	ENSMUSG00000021732.14	-0.06	NA	NS
Gm16263	ENSMUSG00000086709.1	0	NA	NS
Gm47335	ENSMUSG00000114868.1	-0.01	NA	NS
Gm44488	ENSMUSG00000105411.1	-0.01	NA	NS
Gm47336	ENSMUSG00000114736.1	-0.02	NA	NS
Paip1	ENSMUSG00000025451.15	0.06	NA	NS
3110070M22Rik	ENSMUSG00000074635.2	-0.02	NA	NS
Tmem267	ENSMUSG00000074634.12	0	NA	NS
Gm48265	ENSMUSG00000114945.1	0.04	NA	NS
Gm48300	ENSMUSG00000114301.1	-0.01	NA	NS
1700074H08Rik	ENSMUSG00000099872.1	-0.04	NA	NS
Gm48342	ENSMUSG00000114934.1	-0.05	NA	NS
Zfp131	ENSMUSG00000094870.8	0.06	NA	NS
Gm23308	ENSMUSG00000096182.1	NA	NA	NS
AF067063	ENSMUSG00000094237.2	-0.01	NA	NS
D13Ertd608e	ENSMUSG00000095514.2	0	NA	NS
Gm21358	ENSMUSG00000103877.2	-0.08	NA	NS
Gm37619	ENSMUSG00000104162.1	NA	NA	NS
Tcstv1	ENSMUSG00000096284.2	0	NA	NS
Gm21761	ENSMUSG00000096175.3	-0.01	NA	NS
Gm21181	ENSMUSG00000101579.1	0	NA	NS
B020031M17Rik	ENSMUSG00000078537.3	-0.01	NA	NS
Gm20784	ENSMUSG00000114951.1	-0.01	NA	NS
Gm36161	ENSMUSG00000114608.1	0	NA	NS
Gm21370	ENSMUSG00000114871.1	-0.02	NA	NS
Gm22108	ENSMUSG00000095379.1	NA	NA	NS
Gm36079	ENSMUSG00000095029.1	0	NA	NS
Gm21188	ENSMUSG00000095609.2	-0.05	NA	NS
Gm24798	ENSMUSG00000093829.1	NA	NA	NS
Gm31544	ENSMUSG00000114375.1	0.01	NA	NS
Gm21378	ENSMUSG00000114940.1	0	NA	NS
Gm20767	ENSMUSG00000096323.2	0	NA	NS
Gm20769	ENSMUSG00000114798.1	-0.04	NA	NS
Gm21818	ENSMUSG00000095653.2	-0.01	NA	NS
Gm20763	ENSMUSG00000114398.1	0.01	NA	NS
Gm21762	ENSMUSG00000094027.2	0.03	NA	NS
Gm21731	ENSMUSG00000063846.8	-0.01	NA	NS
AF067061	ENSMUSG00000095071.2	-0.02	NA	NS
Tcstv3	ENSMUSG00000095821.2	-0.02	NA	NS
Gm48109	ENSMUSG00000114955.1	NA	NA	NS
Gm2888	ENSMUSG00000090487.8	0	NA	NS
Gm2897	ENSMUSG00000079410.4	-0.02	NA	NS
Esd-ps	ENSMUSG00000079101.3	0.01	NA	NS
Gm17051	ENSMUSG00000091289.1	0	NA	NS
Gm10340	ENSMUSG00000071613.11	0	NA	NS
Gm17221	ENSMUSG00000090684.1	-0.01	NA	NS
Gm17188	ENSMUSG00000091849.7	NA	NA	NS
Gm5795	ENSMUSG00000079409.8	-0.01	NA	NS
Gm17222	ENSMUSG00000095512.1	0.02	NA	NS
Gm4904	ENSMUSG00000096217.1	NA	NA	NS
1700110I01Rik	ENSMUSG00000079407.9	-0.01	NA	NS
Gm2956	ENSMUSG00000096574.7	NA	NA	NS
Gm17223	ENSMUSG00000090318.1	NA	NA	NS
Gm10413	ENSMUSG00000095533.7	NA	NA	NS
Gm10409	ENSMUSG00000096488.1	NA	NA	NS
Gm3005	ENSMUSG00000095195.7	0	NA	NS
Gm26817	ENSMUSG00000097382.1	NA	NA	NS
Gm10408	ENSMUSG00000072739.4	NA	NA	NS
Gm8323	ENSMUSG00000090578.1	NA	NA	NS
Gm8324	ENSMUSG00000096905.1	0	NA	NS
Gm11109	ENSMUSG00000094880.1	NA	NA	NS
Gm17107	ENSMUSG00000091010.1	NA	NA	NS
Gm3012	ENSMUSG00000095368.7	NA	NA	NS
Gm3020	ENSMUSG00000079402.9	NA	NA	NS
Gm2866	ENSMUSG00000093891.1	NA	NA	NS
Gm3043	ENSMUSG00000090364.1	NA	NA	NS
Gm2871	ENSMUSG00000096614.1	NA	NA	NS
Gm2877	ENSMUSG00000096450.1	0	NA	NS
Gm21965	ENSMUSG00000095469.1	NA	NA	NS
Gm3002	ENSMUSG00000096793.7	-0.01	NA	NS
Gm26886	ENSMUSG00000097127.7	0	NA	NS
Gm26570	ENSMUSG00000096955.1	NA	NA	NS
Gm3033	ENSMUSG00000093887.8	-0.01	NA	NS
Gm2907	ENSMUSG00000097594.1	0	NA	NS
Gm2916	ENSMUSG00000096218.2	NA	NA	NS
Gm3029	ENSMUSG00000096901.7	0	NA	NS
Gm3095	ENSMUSG00000091756.1	-0.01	NA	NS
Gm17129	ENSMUSG00000091672.2	NA	NA	NS
Gm3099	ENSMUSG00000095686.7	-0.01	NA	NS
Gm5796	ENSMUSG00000096775.1	0	NA	NS
Gm11107	ENSMUSG00000091027.1	-0.01	NA	NS
Gm3115	ENSMUSG00000091022.8	-0.03	NA	NS
Gm8108	ENSMUSG00000091563.8	NA	NA	NS
Gm17152	ENSMUSG00000090292.1	NA	NA	NS
Gm3127	ENSMUSG00000090764.8	-0.01	NA	NS
Gm2974	ENSMUSG00000079391.10	0	NA	NS
Gm11105	ENSMUSG00000094072.1	-0.01	NA	NS
Gm3138	ENSMUSG00000091114.1	-0.01	NA	NS
Gm17085	ENSMUSG00000091368.1	0	NA	NS
Gm3149	ENSMUSG00000079389.10	0	NA	NS
2610042L04Rik	ENSMUSG00000079388.9	-0.01	NA	NS
Gm17086	ENSMUSG00000092045.1	-0.01	NA	NS
Gm3159	ENSMUSG00000095056.7	-0.02	NA	NS
Gm3164	ENSMUSG00000091418.2	-0.03	NA	NS
Gm3173	ENSMUSG00000079386.8	NA	NA	NS
Gm17170	ENSMUSG00000079392.3	NA	NA	NS
Gm3182	ENSMUSG00000091148.7	NA	NA	NS
Gm17074	ENSMUSG00000090865.2	-0.01	NA	NS
Gm3030	ENSMUSG00000091894.1	NA	NA	NS
Gm26655	ENSMUSG00000097822.7	NA	NA	NS
Gm3047	ENSMUSG00000090472.8	-0.01	NA	NS
Gm8164	ENSMUSG00000090598.1	-0.01	NA	NS
Gm26898	ENSMUSG00000097798.1	NA	NA	NS
Gm8159	ENSMUSG00000094258.7	0	NA	NS
Gm3239	ENSMUSG00000090872.8	0	NA	NS
Gm17073	ENSMUSG00000090328.1	NA	NA	NS
Gm7876	ENSMUSG00000091700.7	NA	NA	NS
Gm3252	ENSMUSG00000094628.7	-0.04	NA	NS
Gm3084	ENSMUSG00000091221.1	0	NA	NS
Gm9602	ENSMUSG00000090539.8	0	NA	NS
Gm3091	ENSMUSG00000090465.1	0	NA	NS
Gm3269	ENSMUSG00000091494.8	NA	NA	NS
Gm3264	ENSMUSG00000094132.7	0	NA	NS
Gm26650	ENSMUSG00000097278.7	-0.01	NA	NS
Gm3278	ENSMUSG00000091185.1	NA	NA	NS
Gm8305	ENSMUSG00000095196.1	NA	NA	NS
Gm10410	ENSMUSG00000093827.1	NA	NA	NS
Gm8297	ENSMUSG00000090827.8	-0.01	NA	NS
Gm3298	ENSMUSG00000079383.9	NA	NA	NS
4930555G01Rik	ENSMUSG00000096197.1	NA	NA	NS
Gm8281	ENSMUSG00000095681.7	-0.04	NA	NS
Gm17069	ENSMUSG00000090636.1	NA	NA	NS
Gm8279	ENSMUSG00000079378.8	NA	NA	NS
Gm26552	ENSMUSG00000097218.7	NA	NA	NS
Gm3317	ENSMUSG00000095912.1	NA	NA	NS
Gm3140	ENSMUSG00000091404.1	NA	NA	NS
Gm8271	ENSMUSG00000079380.4	NA	NA	NS
Gm3326	ENSMUSG00000090900.1	NA	NA	NS
Gm3526	ENSMUSG00000094929.1	NA	NA	NS
Gm3339	ENSMUSG00000091995.1	NA	NA	NS
Gm3542	ENSMUSG00000096023.1	NA	NA	NS
Gm17126	ENSMUSG00000091713.1	NA	NA	NS
Gm3500	ENSMUSG00000096003.7	NA	NA	NS
Gm3348	ENSMUSG00000106752.1	NA	NA	NS
Gm3194	ENSMUSG00000094825.8	NA	NA	NS
Gm8246	ENSMUSG00000095797.8	NA	NA	NS
Gm3187	ENSMUSG00000094578.8	0	NA	NS
Gm3488	ENSMUSG00000095295.8	0	NA	NS
Gm26893	ENSMUSG00000097450.7	NA	NA	NS
Gm26746	ENSMUSG00000097780.1	NA	NA	NS
Gm3532	ENSMUSG00000097853.1	NA	NA	NS
Gm8266	ENSMUSG00000096286.1	NA	NA	NS
Gm26731	ENSMUSG00000097349.1	NA	NA	NS
Gm3383	ENSMUSG00000096629.7	NA	NA	NS
Gm3344	ENSMUSG00000091595.1	NA	NA	NS
Gm8265	ENSMUSG00000090547.1	NA	NA	NS
Gm9603	ENSMUSG00000096470.1	NA	NA	NS
Gm3373	ENSMUSG00000094370.7	NA	NA	NS
Gm3170	ENSMUSG00000107157.1	NA	NA	NS
Gm26557	ENSMUSG00000097024.1	NA	NA	NS
Gm3424	ENSMUSG00000090512.8	NA	NA	NS
Gm17158	ENSMUSG00000090552.1	-0.01	NA	NS
Gm8237	ENSMUSG00000090707.8	-0.03	NA	NS
Gm17046	ENSMUSG00000091613.1	0	NA	NS
Gm3242	ENSMUSG00000079379.2	-0.02	NA	NS
Gm17047	ENSMUSG00000090927.1	0	NA	NS
Gm3248	ENSMUSG00000091275.1	-0.08	NA	NS
Gm17048	ENSMUSG00000095991.1	0.01	NA	NS
Gm3453	ENSMUSG00000090643.8	-0.05	NA	NS
Gm3261	ENSMUSG00000093892.1	-0.01	NA	NS
Gm8206	ENSMUSG00000091568.8	-0.01	NA	NS
Gm17045	ENSMUSG00000094737.1	0.01	NA	NS
Gm6337	ENSMUSG00000091882.8	0	NA	NS
Gm3275	ENSMUSG00000091290.1	-0.01	NA	NS
Gm3468	ENSMUSG00000094634.8	-0.01	NA	NS
Gm3476	ENSMUSG00000079371.9	-0.01	NA	NS
Gm26991	ENSMUSG00000097199.1	NA	NA	NS
Gm3208	ENSMUSG00000091752.2	NA	NA	NS
Gm21560	ENSMUSG00000094460.7	-0.02	NA	NS
Gm21772	ENSMUSG00000096507.1	NA	NA	NS
Gm21103	ENSMUSG00000094811.7	-0.06	NA	NS
Gm3618	ENSMUSG00000096828.1	NA	NA	NS
Gm26630	ENSMUSG00000097447.7	NA	NA	NS
Gm8340	ENSMUSG00000091776.1	NA	NA	NS
Gm16440	ENSMUSG00000072738.3	-0.02	NA	NS
Gm3591	ENSMUSG00000096904.7	-0.01	NA	NS
Gm3594	ENSMUSG00000095360.7	-0.01	NA	NS
Gm8356	ENSMUSG00000090627.8	0	NA	NS
Gm3629	ENSMUSG00000093898.2	-0.01	NA	NS
Gm3460	ENSMUSG00000096839.7	-0.02	NA	NS
Gm10251	ENSMUSG00000094590.2	0	NA	NS
Gm26680	ENSMUSG00000097901.7	0	NA	NS
Gm3466	ENSMUSG00000096927.1	0	NA	NS
Gm8050	ENSMUSG00000091814.1	-0.01	NA	NS
Gm3636	ENSMUSG00000091754.8	-0.02	NA	NS
Gm8362	ENSMUSG00000090404.7	0	NA	NS
Gm3642	ENSMUSG00000096685.7	0	NA	NS
Gm3667	ENSMUSG00000090691.3	0	NA	NS
Gm47747	ENSMUSG00000114950.1	0	NA	NS
Gm6356	ENSMUSG00000091400.1	0	NA	NS
Gm47749	ENSMUSG00000114611.1	0	NA	NS
Gm10406	ENSMUSG00000093985.7	0	NA	NS
Gm3685	ENSMUSG00000094021.7	-0.01	NA	NS
Gm47764	ENSMUSG00000114657.1	-0.01	NA	NS
Gm3696	ENSMUSG00000092167.8	-0.03	NA	NS
Gm6676	ENSMUSG00000096869.7	NA	NA	NS
Gm3512	ENSMUSG00000090363.8	0	NA	NS
Gm16434	ENSMUSG00000095015.7	NA	NA	NS
Gm3715	ENSMUSG00000072731.6	-0.01	NA	NS
Gm5456	ENSMUSG00000094242.2	0.03	NA	NS
Gm3727	ENSMUSG00000096183.7	-0.01	NA	NS
Gm3739	ENSMUSG00000091472.2	0	NA	NS
Gm5797	ENSMUSG00000072726.3	-0.01	NA	NS
Gm8374	ENSMUSG00000091676.1	-0.01	NA	NS
Gm10339	ENSMUSG00000071591.3	-0.01	NA	NS
4933406F09Rik	ENSMUSG00000090585.8	-0.04	NA	NS
Gm8379	ENSMUSG00000090618.1	0.02	NA	NS
Gm3755	ENSMUSG00000091227.1	NA	NA	NS
Gm3752	ENSMUSG00000091617.8	-0.01	NA	NS
Gm3760	ENSMUSG00000091325.2	-0.01	NA	NS
Gm3558	ENSMUSG00000079364.3	-0.01	NA	NS
Gm17121	ENSMUSG00000096579.1	NA	NA	NS
Gm10338	ENSMUSG00000094706.7	-0.01	NA	NS
Gm47876	ENSMUSG00000114236.1	NA	NA	NS
Gm10128	ENSMUSG00000063277.7	NA	NA	NS
Gm10044	ENSMUSG00000072723.10	0.05	NA	NS
Gm16741	ENSMUSG00000084775.2	-0.11	NA	NS
Gm26661	ENSMUSG00000097169.1	-0.03	NA	NS
Gm8396	ENSMUSG00000049460.7	0.03	NA	NS
Gm45521	ENSMUSG00000109649.1	NA	NA	NS
Abhd6	ENSMUSG00000025277.14	0.07	NA	NS
Pxk	ENSMUSG00000033885.15	0.09	NA	NS
Kctd6	ENSMUSG00000021752.13	-0.05	NA	NS
2610318M16Rik	ENSMUSG00000114532.1	0.01	NA	NS
4930455B14Rik	ENSMUSG00000097898.8	-0.03	NA	NS
Gm20241	ENSMUSG00000114764.1	-0.01	NA	NS
Gm9800	ENSMUSG00000045799.6	0.18	NA	NS
Gm48364	ENSMUSG00000114413.1	-0.01	NA	NS
Gm18071	ENSMUSG00000114464.1	0	NA	NS
Gm48370	ENSMUSG00000114615.1	-0.01	NA	NS
Gm48371	ENSMUSG00000114298.1	0.01	NA	NS
Hmgb3-ps	ENSMUSG00000089795.1	-0.01	NA	NS
Mnd1-ps	ENSMUSG00000089686.2	-0.04	NA	NS
Gm48438	ENSMUSG00000114691.1	-0.04	NA	NS
Gm48430	ENSMUSG00000114467.1	-0.01	NA	NS
Gm48439	ENSMUSG00000114391.1	0	NA	NS
Gm22053	ENSMUSG00000065328.1	0	NA	NS
Fhitos	ENSMUSG00000089833.2	-0.03	NA	NS
Gm48437	ENSMUSG00000114305.1	0	NA	NS
Slc25a5-ps	ENSMUSG00000089785.2	0.06	NA	NS
Rpl21-ps4	ENSMUSG00000072714.2	0.01	NA	NS
Gm3839	ENSMUSG00000097148.2	-0.01	NA	NS
Mir5124b	ENSMUSG00000099218.1	-0.01	NA	NS
Gm25466	ENSMUSG00000096758.1	NA	NA	NS
Gm48592	ENSMUSG00000114216.1	NA	NA	NS
Gm48594	ENSMUSG00000114786.1	-0.02	NA	NS
Gm8438	ENSMUSG00000114850.1	0	NA	NS
Gm48595	ENSMUSG00000114849.1	0	NA	NS
Gm48600	ENSMUSG00000114267.1	-0.06	NA	NS
Gm3848	ENSMUSG00000085883.2	0	NA	NS
Gm48603	ENSMUSG00000114246.1	-0.02	NA	NS
Gm49355	ENSMUSG00000114378.1	0	NA	NS
3830406C13Rik	ENSMUSG00000033111.16	0.06	NA	NS
D030051J21Rik	ENSMUSG00000114853.1	-0.01	NA	NS
Gm24578	ENSMUSG00000077158.1	-0.02	NA	NS
Fezf2	ENSMUSG00000021743.6	-0.01	NA	NS
Gm48239	ENSMUSG00000114230.1	-0.04	NA	NS
Gm48267	ENSMUSG00000114624.1	-0.04	NA	NS
n-R5s45	ENSMUSG00000084541.1	0	NA	NS
Gm18077	ENSMUSG00000114312.1	0.02	NA	NS
Gm48266	ENSMUSG00000114626.1	0.01	NA	NS
Gm48515	ENSMUSG00000114561.1	-0.03	NA	NS
Gm48526	ENSMUSG00000114421.1	0	NA	NS
Gm5087	ENSMUSG00000051729.12	-0.05	NA	NS
Gm15913	ENSMUSG00000081115.2	-0.01	NA	NS
Sntn	ENSMUSG00000044772.2	-0.02	NA	NS
Gm27506	ENSMUSG00000098694.1	NA	NA	NS
Gm3637	ENSMUSG00000114480.1	-0.02	NA	NS
Gm281	ENSMUSG00000084902.2	-0.07	NA	NS
Gm25964	ENSMUSG00000087796.1	0	NA	NS
Gm48797	ENSMUSG00000114455.1	NA	NA	NS
Olfr720	ENSMUSG00000052417.6	-0.08	NA	NS
Csnk2a1-ps1	ENSMUSG00000114909.1	0	NA	NS
Gm48841	ENSMUSG00000114268.1	-0.06	NA	NS
Gm48852	ENSMUSG00000114497.1	-0.01	NA	NS
Gm3895	ENSMUSG00000114556.1	0	NA	NS
Gm48857	ENSMUSG00000114768.1	-0.02	NA	NS
Gm48859	ENSMUSG00000114510.1	-0.01	NA	NS
Olfr31	ENSMUSG00000072707.3	-0.05	NA	NS
Gm48860	ENSMUSG00000114883.1	0.01	NA	NS
Il3ra	ENSMUSG00000068758.8	0.04	NA	NS
Gm6734	ENSMUSG00000114748.1	-0.02	NA	NS
Olfr721-ps1	ENSMUSG00000091809.4	-0.04	NA	NS
Gm47654	ENSMUSG00000114257.1	NA	NA	NS
Gm21063	ENSMUSG00000114476.1	0	NA	NS
Gm8483	ENSMUSG00000114737.1	-0.07	NA	NS
Gm47678	ENSMUSG00000114676.1	-0.05	NA	NS
Gm47685	ENSMUSG00000114574.1	-0.01	NA	NS
Gm19018	ENSMUSG00000114628.1	-0.01	NA	NS
Gm18142	ENSMUSG00000114542.1	0	NA	NS
Gm47743	ENSMUSG00000114197.1	-0.04	NA	NS
4921522A10Rik	ENSMUSG00000114770.1	-0.02	NA	NS
Gm47756	ENSMUSG00000114946.1	-0.03	NA	NS
Gm47758	ENSMUSG00000114323.1	-0.01	NA	NS
Gm47759	ENSMUSG00000114711.1	-0.04	NA	NS
Gm47763	ENSMUSG00000114683.1	-0.01	NA	NS
Lrrc3b	ENSMUSG00000045201.6	-0.02	NA	NS
B230110C06Rik	ENSMUSG00000097547.8	-0.02	NA	NS
Gm10403	ENSMUSG00000114266.1	-0.01	NA	NS
Gm47779	ENSMUSG00000114941.1	NA	NA	NS
Gm47782	ENSMUSG00000114794.1	-0.01	NA	NS
Gm31804	ENSMUSG00000114586.1	-0.07	NA	NS
Gm47780	ENSMUSG00000114513.1	-0.01	NA	NS
1700062C10Rik	ENSMUSG00000114390.1	-0.03	NA	NS
Gm8517	ENSMUSG00000114484.1	-0.06	NA	NS
Rpl31-ps3	ENSMUSG00000114698.1	-0.01	NA	NS
Gm47797	ENSMUSG00000114842.1	-0.01	NA	NS
Gm48162	ENSMUSG00000114463.1	NA	NA	NS
Tpi-rs9	ENSMUSG00000114890.1	-0.05	NA	NS
Gm18927	ENSMUSG00000114296.1	-0.01	NA	NS
Gm48312	ENSMUSG00000114769.1	0.01	NA	NS
Gm48320	ENSMUSG00000114281.1	0	NA	NS
Gm24140	ENSMUSG00000084722.1	-0.01	NA	NS
Gm48321	ENSMUSG00000114504.1	-0.01	NA	NS
Gm27851	ENSMUSG00000098478.1	NA	NA	NS
Gm19290	ENSMUSG00000114517.1	0.01	NA	NS
Gm6773	ENSMUSG00000098079.1	-0.03	NA	NS
